Time,Displacement,Force,Machine Displacement,Engineering Strain,Engineering Stress,True Strain,True Stress
s,mm,kN,mm,,MPa,,MPa
12.59,0.05965966262133603,10.089,0.341988,0.0023863865048534415,513.8285506733223,0.0023835436065160398,515.0547441924575
12.79,0.061011562621336037,10.2966,0.348228,0.0024404625048534416,524.401531852803,0.0024374894123993704,525.6813141287776
12.99,0.062055862621336035,10.4944,0.354698,0.0024822345048534414,534.4754031307477,0.0024791588493988425,535.8020964183943
13.19,0.06347436262133603,10.6922,0.360641,0.0025389745048534414,544.5492744086922,0.00253575675445858,545.9318711330523
13.41,0.06476756262133603,10.919,0.367683,0.002590702504853441,556.1001035585297,0.0025873524199206788,557.540793489768
13.61,0.06591176262133602,11.1051,0.373398,0.002636470504853441,565.5780987295382,0.002633001113120007,567.0692287050297
13.83,0.06719506262133602,11.3161,0.380142,0.002687802504853441,576.324240487103,0.002684196823162582,577.873286224292
14.05,0.06867206262133603,11.5573,0.386932,0.002746882504853441,588.6084556147077,0.0027431167176460015,590.2252938836446
14.25,0.06966776262133603,11.7223,0.392021,0.002786710504853441,597.0118366099599,0.002782834825728635,598.6755357665627
14.47,0.07105116262133603,11.9486,0.399307,0.002842046504853441,608.5372009689027,0.0028380155263651053,610.2666919939896
14.68,0.07247476262133602,12.1812,0.40583,0.002898990504853441,620.3834216931186,0.002894796535443125,622.1819073419755
14.88,0.07361106262133603,12.3693,0.411316,0.002944442504853441,629.963276027706,0.0029401161244596275,631.8181666741388
15.08,0.07486366262133602,12.5736,0.417084,0.002994546504853441,640.3681895872817,0.002990071781421264,642.2858019112297
15.28,0.07608986262133603,12.77,0.423569,0.0030435945048534413,650.3707594507212,0.0030389721477772367,652.3502243203028
15.49,0.07727486262133602,12.9655,0.42942,0.003090994504853441,660.3274926905501,0.0030862272026159435,662.3685613418602
15.69,0.07840066262133602,13.1684,0.435547,0.003136026504853441,670.6611048356207,0.0031311194302013888,672.7643158361594
15.89,0.07954326262133603,13.3533,0.441505,0.003181730504853441,680.077984508482,0.0031766795114478896,682.2418093774719
16.09,0.08081806262133602,13.5526,0.447227,0.0032327225048534407,690.2282501591106,0.003227508491407156,692.4595665568855
16.3,0.08222756262133603,13.7755,0.453934,0.003289102504853441,701.5804539399693,0.0032837052387458317,703.8880239683795
16.5,0.08347046262133602,13.9904,0.460144,0.0033388185048534406,712.5252210665128,0.003333257026089945,714.9042134597845
16.71,0.08469766262133603,14.1799,0.46611,0.003387906504853441,722.1763768156053,0.0033821804787932254,724.6230428602704
16.91,0.08582716262133602,14.3749,0.471924,0.003433086504853441,732.1076452645395,0.0034272069162932274,734.6210341415973
17.11,0.08703666262133603,14.5675,0.478149,0.003481466504853441,741.9166827171792,0.0034754202295474235,744.4996407974511
17.32,0.08842136262133603,14.7827,0.484833,0.003536854504853441,752.8767287182596,0.003530614543853674,755.5395441678262
17.52,0.08952646262133603,14.9723,0.490746,0.003581058504853441,762.5329774255312,0.0035746617816572552,765.2636526295721
17.72,0.09068326262133602,15.1638,0.496918,0.003627330504853441,772.2859923382024,0.003620767607302091,775.0873288766818
17.92,0.09189226262133603,15.3594,0.502609,0.003675690504853441,782.2478185362104,0.003668951662726756,785.1231194152463
18.12,0.09329446262133603,15.5723,0.509315,0.0037317785048534414,793.090726499175,0.003724832694236791,796.0503654247233
18.34,0.09443876262133602,15.7735,0.515778,0.003777550504853441,803.3377583552035,0.0037704334785982866,806.372407309846
18.54,0.09557476262133603,15.9721,0.521416,0.0038229905048534412,813.4523732985796,0.003815701448076885,816.5621939978506
18.76,0.09708356262133602,16.1907,0.528061,0.003883342504853441,824.5855798777438,0.0038758217943903736,827.7877281089723
18.98,0.09836736262133602,16.4071,0.534561,0.003934694504853441,835.6067413769714,0.003926973840108358,838.8945986304859
19.18,0.09950346262133603,16.611,0.540604,0.003980138504853441,845.9912831038315,0.0039722387081800705,849.3584455844834
19.4,0.10108026262133603,16.839,0.547386,0.004043210504853441,857.6032277518161,0.004035058694861733,861.0706981312584
19.61,0.10198226262133603,17.0188,0.55291,0.004079290504853441,866.7603665575514,0.00407099275763514,870.296133890833
19.81,0.10328026262133602,17.216,0.559319,0.004131210504853441,876.8036800864224,0.0041227004844749775,880.4259406602896
20.02,0.10451826262133602,17.4127,0.565254,0.004180730504853441,886.8215288243987,0.004172015532599476,890.5290906423155
20.22,0.10550326262133602,17.5846,0.570999,0.004220130504853441,895.5763239339976,0.004211250727893487,899.355772898056
20.42,0.10680126262133603,17.7829,0.577309,0.0042720505048534415,905.675660002837,0.004262951203008554,909.5447521633856
20.62,0.10853626262133603,17.9947,0.584038,0.004341450504853441,916.4625454258334,0.004332053596268995,920.4413222063515
20.82,0.10927026262133603,18.1759,0.589729,0.004370810504853441,925.6909856460736,0.004361286254994761,929.7370055303836
21.02,0.11024326262133603,18.3551,0.594765,0.004409730504853441,934.8175667027353,0.004400036132555054,938.9398602430972
21.24,0.11180426262133603,18.5793,0.601974,0.004472170504853441,946.2359789399203,0.004462200065625207,950.4677075755665
21.45,0.11275026262133603,18.7398,0.607376,0.004510010504853441,954.41017681712,0.004499870882581407,958.7145767405043
21.65,0.11414626262133602,18.9417,0.613503,0.004565850504853441,964.6928593804013,0.004555458629264335,969.0975027594317
21.85,0.11537826262133602,19.1223,0.619263,0.004615130504853441,973.890741851568,0.004604513443614765,978.3853747226815
22.05,0.11673826262133602,19.3202,0.626457,0.004669530504853441,983.9697060876916,0.004658662067818131,988.5643826461197
