Time,Displacement,Force,Machine Displacement,Engineering Strain,Engineering Stress,True Strain,True Stress
s,mm,kN,mm,,MPa,,MPa
11.99,0.06192920103988322,10.0564,0.332359,0.002477168041595329,510.73718115487895,0.0024741049183799727,512.0023629776903
12.19,0.06335290103988322,10.2678,0.338654,0.002534116041595329,521.4736116962398,0.00253091058373187,522.7950863409078
12.39,0.06446270103988322,10.4743,0.344475,0.002578508041595329,531.961184576046,0.002575189393285245,533.3328507682919
12.6,0.06569910103988322,10.6713,0.350342,0.0026279640415953287,541.9662783161032,0.0026245169819385933,543.3905462072752
12.82,0.06723340103988322,10.9119,0.357468,0.002689336041595329,554.1856973712187,0.0026857262479401574,555.6760889408957
13.03,0.06847930103988323,11.1144,0.363533,0.002739172041595329,564.4701211395516,0.002735427346542522,566.0163019136929
13.23,0.06965020103988322,11.3081,0.368927,0.0027860080415953287,574.3076168626434,0.0027821343143470123,575.9076425015721
13.43,0.07084110103988323,11.5103,0.375023,0.002833644041595329,584.5768044476158,0.002829636840520792,586.2332870263936
13.63,0.07202330103988322,11.7105,0.380859,0.002880932041595329,594.7444174768516,0.002876790110056366,596.4578357257205
13.85,0.07331540103988322,11.9231,0.387291,0.002932616041595329,605.5417927516544,0.002928324311787953,607.3176143269342
14.07,0.07461790103988322,12.1469,0.394386,0.002984716041595329,616.9079855385824,0.0029802706200215113,618.7492806992076
14.27,0.07592840103988323,12.3537,0.40078,0.003037136041595329,627.410794601749,0.0030325332610865105,629.3163265389198
14.49,0.07711480103988322,12.5499,0.407639,0.003084592041595329,637.3752585195115,0.0030798444479847326,639.3413011694506
14.69,0.07845260103988322,12.7503,0.413185,0.003138104041595329,647.5530290043209,0.003133190469956468,649.5851177817867
14.9,0.07956200103988323,12.9502,0.419456,0.0031824800415953293,657.7054058501963,0.003177426670650657,659.798540177564
15.1,0.08095410103988322,13.1531,0.425552,0.0032381640415953287,668.0101445296765,0.0032329324791443986,670.1732709591133
15.3,0.08218530103988322,13.3604,0.431358,0.003287412041595329,678.5383472317773,0.0032820203159474363,680.7689823651511
15.52,0.08355080103988322,13.5921,0.438019,0.0033420320415953287,690.3057595138648,0.003336459863991096,692.612783480658
15.72,0.08461990103988322,13.7643,0.443893,0.0033847960415953286,699.051328762788,0.003379080513107897,701.4174749332562
15.93,0.08579080103988322,13.9624,0.449722,0.0034316320415953287,709.1122885085003,0.0034257574281988524,711.545700958835
16.13,0.08729600103988322,14.1962,0.456367,0.0034918400415953287,720.9863540741112,0.00348575772303384,723.503923094711
16.33,0.08849770103988322,14.3924,0.462509,0.0035399080415953288,730.9508179918738,0.003533657314114271,733.5383166704939
16.55,0.08961170103988322,14.589,0.468239,0.003584468041595329,740.9355968207838,0.003578059146445298,743.5914567884682
